City,Date,AQI,PM10,PM2_5,NO2,NO,SO2,CO,O3
Amaravati,2020-02-03,48.0,47.41,24.44,12.27,3.38,15.16,0.54,30.12
Amaravati,2020-02-04,54.0,49.64,27.24,14.18,3.19,16.38,0.52,32.33
Amaravati,2020-02-05,54.0,46.38,25.74,11.44,2.92,19.32,0.52,36.58
Amaravati,2020-02-06,47.0,42.08,20.12,14.78,4.32,15.01,0.52,27.59
Amaravati,2020-02-07,44.0,37.38,16.85,9.88,2.13,18.3,0.44,36.72
Amaravati,2020-02-08,45.0,41.78,22.46,10.81,1.94,20.25,0.38,35.46
Amaravati,2020-02-09,51.0,63.42,38.73,16.17,2.15,17.41,0.62,35.62
Amaravati,2020-02-10,65.0,56.64,36.26,14.25,2.36,17.68,0.53,46.43
Amaravati,2020-02-11,70.0,73.27,45.14,13.84,2.37,18.99,0.6,53.62
Amaravati,2020-02-12,86.0,94.82,59.61,17.03,2.4,21.32,0.67,55.77
Amaravati,2020-02-13,110.0,99.2,61.24,25.9,3.15,34.59,0.64,46.13
Amaravati,2020-02-14,87.0,76.55,43.11,16.21,2.24,23.05,0.52,46.64
Amaravati,2020-02-15,103.0,110.64,64.53,23.25,2.58,27.95,0.78,53.69
Amaravati,2020-02-16,88.0,64.2,37.53,14.1,1.97,15.75,0.44,40.59
Amaravati,2020-02-17,66.0,54.82,29.12,14.06,3.8,19.12,0.44,41.62
Amaravati,2020-02-18,66.0,62.23,31.68,14.53,2.77,20.98,0.48,37.94
Amaravati,2020-02-19,65.0,69.15,40.98,14.6,2.22,18.62,0.46,39.9
Amaravati,2020-02-20,77.0,74.88,49.1,12.98,2.17,17.74,0.44,49.28
Amaravati,2020-02-21,74.0,61.83,35.92,11.83,1.79,16.2,0.47,42.11
Amaravati,2020-02-22,60.0,54.16,27.13,12.98,1.78,20.2,0.48,39.74
Amaravati,2020-02-23,82.0,62.43,34.81,14.44,1.99,13.0,0.77,44.47
Amaravati,2020-02-24,68.0,53.22,31.66,9.29,1.94,15.94,0.62,46.68
Amaravati,2020-02-25,53.0,47.43,24.86,10.73,2.38,16.73,0.61,39.9
Amaravati,2020-02-26,78.0,59.42,31.28,13.15,2.46,19.56,0.81,40.48
Amaravati,2020-02-27,73.0,67.95,38.85,13.49,2.65,22.27,0.86,43.97
Amaravati,2020-02-28,68.0,57.18,31.99,10.99,2.22,23.6,0.66,51.47
Amaravati,2020-02-29,65.0,59.72,35.99,10.24,1.87,18.21,0.52,51.81
Amaravati,2020-03-01,67.0,56.46,32.99,8.29,1.68,19.32,0.48,52.32
Amaravati,2020-03-02,67.0,62.14,39.84,11.69,2.35,24.7,0.56,49.09
Amaravati,2020-03-03,70.0,64.95,40.19,10.71,2.55,22.82,0.58,45.68
Amaravati,2020-03-04,66.0,59.47,35.95,12.61,2.76,17.88,0.55,38.71
Amaravati,2020-03-05,47.0,31.66,20.14,7.85,2.18,18.35,0.49,26.21
Amaravati,2020-03-06,36.0,31.65,19.0,5.45,1.94,17.86,0.48,29.66
Amaravati,2020-03-07,35.0,24.49,14.26,6.19,2.46,12.13,0.52,26.65
Amaravati,2020-03-08,35.0,22.95,10.28,8.15,2.09,29.5,0.49,24.62
Amaravati,2020-03-09,42.0,22.79,12.37,9.77,3.17,18.18,0.54,19.25
Amaravati,2020-03-10,35.0,22.11,10.63,7.78,2.43,25.19,0.46,24.48
Amaravati,2020-03-11,35.0,19.3,11.08,5.99,2.13,20.86,0.48,23.99
Amaravati,2020-03-12,38.0,24.73,12.73,5.62,2.25,17.37,0.49,25.1
Amaravati,2020-03-13,35.0,33.52,18.17,5.74,2.24,14.83,0.45,25.04
Amaravati,2020-03-14,48.0,44.16,23.78,8.07,1.98,21.65,0.49,27.22
Amaravati,2020-03-15,48.0,45.42,25.83,7.94,2.21,22.1,0.47,28.67
Amaravati,2020-03-16,48.0,47.52,27.28,9.42,2.65,19.49,0.57,28.25
Amaravati,2020-03-17,54.0,49.92,31.49,8.93,1.93,19.67,0.64,34.5
Amaravati,2020-03-18,48.0,36.11,19.45,9.54,2.41,16.2,0.58,31.44
Amaravati,2020-03-19,51.0,35.92,18.86,8.13,2.32,19.8,0.55,32.35
Amaravati,2020-03-20,43.0,28.92,15.23,7.4,2.14,25.54,0.49,28.78
Amaravati,2020-03-21,37.0,26.07,13.9,5.15,1.78,23.29,0.49,25.43
Amaravati,2020-03-22,39.0,42.7,25.49,4.19,1.46,23.0,0.48,27.87
Amaravati,2020-03-23,51.0,50.98,26.01,4.65,1.54,24.44,0.45,29.73
Amaravati,2020-03-24,47.0,39.17,17.19,4.81,1.39,20.71,0.46,28.52
Amaravati,2020-03-25,101.0,35.65,16.77,4.29,1.38,18.95,1.47,27.74
Amaravati,2020-03-26,108.0,44.23,23.67,4.99,1.58,18.8,0.66,29.32
Amaravati,2020-03-27,52.0,50.63,25.36,4.69,1.51,21.49,0.23,37.28
Amaravati,2020-03-28,61.0,52.01,25.12,4.71,1.52,22.1,0.25,43.19
Amaravati,2020-03-29,58.0,53.31,26.96,5.11,1.29,19.29,0.37,38.57
Amaravati,2020-03-30,58.0,60.36,30.36,5.2,1.45,22.14,0.37,45.51
Amaravati,2020-03-31,69.0,55.8,29.86,4.52,1.39,23.12,0.28,44.17
Amaravati,2020-04-01,69.0,63.95,34.77,5.03,1.4,25.11,0.25,40.76
Amaravati,2020-04-02,59.0,59.98,29.77,4.32,1.38,20.53,0.25,32.28
Amaravati,2020-04-03,59.0,54.56,30.52,4.05,1.38,29.01,0.25,19.3
Amaravati,2020-04-04,55.0,53.17,30.58,3.65,1.41,21.14,0.25,30.65
Amaravati,2020-04-05,51.0,46.95,23.9,3.93,1.34,19.38,0.25,25.31
Amaravati,2020-04-06,39.0,33.84,16.28,3.77,1.54,20.08,0.25,17.23
Amaravati,2020-04-07,30.0,28.46,11.01,3.53,1.46,17.69,0.25,16.26
Amaravati,2020-04-08,38.0,36.98,16.58,4.27,1.45,19.86,0.25,25.67
Amaravati,2020-04-09,52.0,38.01,18.11,5.44,1.51,24.28,0.25,43.68
Amritsar,2017-03-13,69.0,77.43,41.36,25.88,11.4,4.75,0.0,20.27
Amritsar,2017-03-14,80.0,86.64,51.88,25.21,9.24,7.72,0.0,30.34
Amritsar,2017-03-15,89.0,86.11,51.59,26.05,10.03,9.06,0.0,24.63
Amritsar,2017-03-16,79.0,82.73,45.46,26.38,13.23,2.94,0.0,19.36
Amritsar,2017-03-17,262.0,93.68,152.17,27.06,13.86,3.17,0.0,21.78
Amritsar,2017-03-18,184.0,98.47,72.87,26.07,10.71,3.56,0.0,12.86
Amritsar,2017-03-19,138.0,97.64,73.26,25.73,10.47,1.85,0.0,11.77
Amritsar,2017-03-20,138.0,95.91,65.26,25.23,9.38,1.31,0.0,19.98
Amritsar,2017-03-21,100.0,92.68,56.39,26.26,10.42,2.97,0.0,19.83
Amritsar,2017-03-22,89.0,88.17,55.43,28.39,13.56,1.91,0.0,13.71
Amritsar,2017-03-23,84.0,77.09,40.95,26.26,11.86,1.03,0.0,21.21
Amritsar,2017-03-24,72.0,67.5,40.99,24.95,9.68,0.86,0.0,20.82
Amritsar,2017-03-25,90.0,80.09,57.49,23.95,8.06,2.29,0.0,24.66
Amritsar,2017-03-26,84.0,72.74,45.98,23.68,8.94,7.96,0.0,24.14
Amritsar,2017-03-27,74.0,78.45,47.2,27.32,12.41,3.29,0.0,31.95
Amritsar,2017-03-28,96.0,83.09,58.95,30.37,10.69,4.97,0.0,33.22
Amritsar,2017-03-29,76.0,66.81,39.4,30.1,12.1,2.04,0.0,33.88
Amritsar,2017-03-30,71.0,71.86,39.47,30.88,11.17,3.9,0.0,28.11
Amritsar,2017-03-31,91.0,72.49,52.77,31.49,11.76,2.11,0.0,26.72
Amritsar,2017-04-01,45.0,25.27,16.38,31.72,13.47,3.28,0.0,23.22
Amritsar,2017-04-02,30.0,34.76,20.11,30.57,12.78,4.88,0.0,25.45
Amritsar,2017-04-03,72.0,88.9,42.05,23.44,3.55,2.61,0.0,21.0
Amritsar,2017-04-04,76.0,63.97,40.64,27.46,8.88,2.64,0.0,16.77
Amritsar,2017-04-05,60.0,59.43,31.96,30.01,12.81,2.96,0.0,18.72
Amritsar,2017-04-06,59.0,56.196666666666665,32.373333333333335,33.47,14.1,3.4099999999999997,0.0,20.08
Amritsar,2017-04-15,49.0,27.21,24.3,21.26,12.55,3.13,0.0,31.65
Amritsar,2017-04-16,53.0,45.93,33.02,20.9,11.88,11.78,0.0,31.99
Amritsar,2017-04-17,82.0,101.55,53.08,20.53,13.42,7.66,0.0,24.0
Amritsar,2017-04-18,170.0,116.95,82.91,20.7,14.58,8.74,0.0,29.95
Amritsar,2017-04-19,109.0,94.3,32.08,21.29,16.02,12.41,0.0,25.46
Amritsar,2017-04-20,65.0,39.29,27.6,22.4,15.53,15.52,0.0,19.14
Amritsar,2017-05-01,41.0,121.53272727272727,23.96,16.56,15.77,9.33,0.0,13.83
Amritsar,2017-05-02,97.0,124.19,41.54,10.76,12.43,9.99,0.0,31.76
Amritsar,2017-05-03,102.0,105.5,52.43,16.31,14.68,7.51,0.0,13.82
Amritsar,2017-05-04,100.0,91.16,53.42,16.67,14.43,11.67,0.0,14.19
Amritsar,2017-05-05,121.0,100.51,194.39,16.7,13.94,14.47,0.0,16.02
Amritsar,2017-05-06,117.0,138.35,296.84,16.92,13.41,15.32,0.0,15.81
Amritsar,2017-05-07,123.0,125.37,105.49,16.7,14.23,18.78,0.0,14.66
Amritsar,2017-05-08,110.0,116.29,868.66,16.46,13.21,27.92,0.0,15.99
Amritsar,2017-05-09,122.0,156.75,850.73,16.57,14.23,15.77,0.0,14.46
Amritsar,2017-05-17,80.0,72.79,41.85,15.05,13.63,5.38,0.0,15.39
Amritsar,2017-05-18,87.0,96.51,54.1,14.9,11.38,12.93,0.0,22.22
Amritsar,2017-05-19,93.0,99.64,42.41,15.07,11.97,7.06,0.0,16.05
Amritsar,2017-05-20,98.0,387.65,45.32,15.1,12.25,3.04,0.0,14.62
Amritsar,2017-05-21,89.0,355.71999999999997,43.97,15.07,14.05,14.11,0.0,12.34
Amritsar,2017-05-22,56.0,323.78999999999996,36.59,15.23,13.41,7.01,0.0,14.148888888888889
Amritsar,2017-05-23,56.0,291.86,30.55,15.35,12.37,10.46,0.0,15.957777777777778
Amritsar,2017-05-24,79.0,259.93,192.7,15.19,11.8,6.59,0.0,17.766666666666666
Amritsar,2017-05-25,270.0,228.0,37.67,15.34,11.47,12.69,0.0,19.575555555555557
Amritsar,2017-05-26,48.0,196.07,25.3,15.02,11.68,9.15,0.0,21.384444444444444
Amritsar,2017-05-27,35.0,164.14000000000001,20.42,14.94,11.57,9.78,0.0,23.193333333333335
Amritsar,2017-05-28,34.0,132.21,17.64,14.63,11.61,6.27,0.0,25.002222222222223
Amritsar,2017-05-29,26.0,100.28000000000003,19.68,14.75,11.98,3.32,0.0,26.81111111111111
Amritsar,2017-05-30,44.0,68.35,26.47,14.04,10.84,4.25,0.0,28.62
Amritsar,2017-05-31,67.0,63.49,29.12,14.09,11.7,3.33,0.0,11.51
Amritsar,2017-06-01,62.0,68.71,34.99,15.07,15.13,6.14,0.0,4.84
Amritsar,2017-06-09,85.0,79.5,38.93,13.56,21.73,5.56,0.0,10.26
Amritsar,2017-06-10,83.0,91.2,44.76,13.59,21.79,3.03,0.0,10.9
Amritsar,2017-06-11,70.0,53.64,33.88,13.79,22.01,5.84,0.0,5.17
Amritsar,2017-06-12,65.0,73.06,41.62,13.84,22.31,6.97,0.0,5.62
Amritsar,2017-06-20,81.0,78.05,33.69,13.01,21.6,3.52,0.0,9.16
Amritsar,2017-06-21,76.0,71.88,32.0,13.01,22.15,3.59,0.0,17.47
Amritsar,2017-06-22,76.0,81.62,37.18,13.14,22.6,2.06,0.0,14.56
Amritsar,2017-06-23,86.0,92.36,39.66,12.88,21.24,3.7,0.0,19.71
Amritsar,2017-06-24,100.0,106.1,44.85,13.03,21.08,4.38,0.0,17.64
Amritsar,2017-06-25,104.0,102.85,35.19,12.95,20.77,5.34,0.0,14.7
Amritsar,2017-06-26,103.0,105.7,36.66,12.87,20.58,3.12,0.0,17.97
Amritsar,2017-06-27,100.0,93.15,41.22,12.84,20.94,3.57,0.0,16.13
Amritsar,2017-06-28,81.0,75.93,35.76,12.96,22.21,2.97,0.0,6.46
Amritsar,2017-06-29,74.0,70.49,39.06,13.12,23.34,2.38,0.0,5.39
Amritsar,2017-06-30,90.0,75.21,30.48,12.3,14.72,3.12,0.0,17.35
Amritsar,2017-07-01,92.0,68.4,45.34,23.33,41.27,3.87,0.0,12.36
Amritsar,2017-07-02,94.0,102.32,41.09,21.85,44.43,3.29,0.0,6.43
Amritsar,2017-07-03,91.0,86.58,36.95,22.57,35.92,3.64,0.0,9.21
Amritsar,2017-07-04,91.0,99.05,43.04,12.64,39.84,3.76,0.0,6.62
Amritsar,2017-07-05,101.0,112.06,46.59,12.15,33.02,2.67,0.0,12.2
Amritsar,2017-07-06,88.0,71.1,49.08,6.95,53.4,3.56,0.0,5.68
Amritsar,2017-07-07,89.0,87.67,49.0,8.56,51.78,4.13,0.0,6.84
Amritsar,2017-07-08,104.0,117.47,48.72,12.85,50.12,2.99,0.0,6.66
Amritsar,2017-07-17,97.0,101.51,49.41,25.65,21.41,3.47,0.0,12.17
Amritsar,2017-07-18,99.0,94.42,50.64,14.4,28.79,6.04,0.0,6.09
Amritsar,2017-07-19,99.0,104.81,52.14,21.54,32.85,3.64,0.0,6.6
Amritsar,2017-07-20,110.0,113.81,44.63,18.17,19.51,3.65,0.0,7.06
Amritsar,2017-07-21,100.0,97.7,47.5,16.88,22.5,4.9,0.0,7.0
Amritsar,2017-07-22,99.0,98.4,47.06,16.72,22.28,2.53,0.0,7.66
Amritsar,2017-07-23,101.0,102.03,43.23,19.68,27.93,2.31,0.0,8.39
Amritsar,2017-07-24,101.0,100.22,47.21,17.86,20.6,3.34,0.0,8.72
Amritsar,2017-07-25,102.0,103.08,48.32,20.08,16.09,3.96,0.0,8.18
Amritsar,2017-07-26,102.0,101.56,49.32,12.96,24.35,4.77,0.0,4.59
Amritsar,2017-08-17,146.0,206.85,43.31,11.98,6.22,6.04,0.8,12.63
Amritsar,2017-08-18,176.0,209.7,41.05,8.86,10.68,7.4,0.77,8.45
Amritsar,2017-08-19,156.0,139.39,28.53,8.75,11.14,7.81,0.68,6.39
Amritsar,2017-08-20,85.0,69.33,23.58,8.85,11.5,8.28,0.61,6.93
Amritsar,2017-08-21,94.0,96.84,36.83,9.19,11.48,6.76,0.7,7.43
Amritsar,2017-08-22,74.0,73.55,31.97,8.84,11.52,7.8,0.66,7.32
Amritsar,2017-08-23,82.0,87.82,28.94,8.4,10.77,5.5,0.61,11.8
Amritsar,2017-08-24,101.0,109.02,47.34,7.75,10.16,6.26,0.65,10.72
Amritsar,2017-08-25,106.0,94.01,38.36,8.41,10.19,8.64,0.67,10.34
Amritsar,2017-08-26,69.0,67.56,25.91,8.44,10.58,6.48,0.69,8.18
Amritsar,2017-08-27,82.0,90.31,29.99,8.33,10.36,7.39,0.7,10.49
Amritsar,2017-08-28,94.0,88.13,28.77,7.76,10.17,6.21,0.68,8.66
Amritsar,2017-08-29,67.0,56.07,18.41,8.03,10.6,5.59,0.71,7.79
Amritsar,2017-08-30,61.0,69.8,25.56,8.16,10.87,5.43,0.86,9.76
Amritsar,2017-08-31,80.0,84.72,36.13,7.73,10.62,5.47,0.72,8.4
Amritsar,2017-09-01,70.0,57.41,32.01,7.65,10.85,7.43,0.59,5.76
Amritsar,2017-09-02,62.0,70.89,27.65,12.53,10.45,5.59,0.7,7.36
Amritsar,2017-09-03,77.0,82.4,28.76,17.58,10.36,3.45,0.74,9.65
Amritsar,2017-09-04,92.0,93.24,34.81,17.77,10.36,4.37,0.69,7.46
Amritsar,2017-09-05,90.0,101.82,30.17,16.82,10.34,2.36,0.75,9.71
Amritsar,2017-09-06,117.0,135.49,29.15,16.73,10.15,3.96,0.82,10.56
Amritsar,2017-09-07,118.0,129.56,30.99,17.06,10.32,4.91,0.85,9.02
Amritsar,2017-09-08,119.0,123.54,37.7,19.62,10.48,5.18,0.81,10.01
Amritsar,2017-09-09,131.0,170.2,47.29,18.45,10.55,4.53,0.81,5.57
Amritsar,2017-09-10,142.0,131.16,24.04,18.5,11.06,4.89,0.75,1.31
Amritsar,2017-09-11,97.0,99.6,27.56,18.53,10.77,7.13,0.7,6.47
Amritsar,2017-09-12,125.0,163.28,59.49,17.95,10.38,5.52,0.95,9.97
Amritsar,2017-09-13,159.0,197.0,75.94,17.15,10.41,8.82,0.83,4.83
Amritsar,2017-09-14,161.0,190.24,35.3,18.77,10.29,4.04,0.74,5.8
Amritsar,2017-09-15,154.0,165.9,37.93,17.69,10.58,6.34,0.8,6.43
Amritsar,2017-09-16,136.0,153.86,54.76,17.54,10.52,4.69,0.77,8.74
Amritsar,2017-09-17,137.0,197.08,52.81,17.3,10.27,6.09,0.85,12.89
Amritsar,2017-09-18,173.0,225.14,71.8,36.24,24.27,5.74,0.93,5.95
Amritsar,2017-09-19,202.0,221.27,44.09,16.17,7.61,11.1,0.79,24.39
Amritsar,2017-09-20,189.0,243.06,54.21,15.66,7.44,6.17,0.82,14.87
Amritsar,2017-09-21,196.0,248.8,56.33,16.14,7.64,3.78,0.81,17.82
Amritsar,2017-09-22,198.0,253.99,76.9,15.82,7.49,3.37,0.9,14.15
Amritsar,2017-09-23,154.0,107.82,30.64,14.81,7.49,3.28,0.65,13.58
Amritsar,2017-09-24,108.0,136.27,39.43,15.28,7.59,5.12,0.72,18.05
Amritsar,2017-09-25,170.0,259.45,77.79,14.27,7.64,4.68,0.97,20.79
Amritsar,2017-09-26,225.0,275.85,69.26,12.45,7.67,4.39,0.98,23.75
Amritsar,2017-09-27,216.0,253.61,53.55,9.49,8.56,5.6,0.88,23.17
Amritsar,2017-09-28,199.0,255.33,78.12,8.96,10.73,4.96,0.86,30.83
Amritsar,2017-09-29,233.0,298.19,97.56,11.8,13.6,6.65,0.99,26.97
Amritsar,2017-09-30,271.0,311.39,203.2,12.08,13.97,6.35,1.07,17.59
Amritsar,2017-10-01,232.0,188.36,65.44,8.57,9.32,5.52,0.32,19.13
Amritsar,2017-10-26,318.0,309.8,133.53,41.42,18.63,4.74,1.19,20.3
Amritsar,2017-10-27,308.0,299.12,150.33,39.46,9.42,5.8,1.13,12.62
Amritsar,2017-10-28,338.0,302.65,165.75,39.01,15.8,5.62,1.42,13.11
Amritsar,2017-10-29,356.0,295.75,221.93,39.44,14.34,5.2,1.3,14.02
Amritsar,2017-10-30,341.0,289.42,147.44,39.07,15.54,4.87,1.37,10.89
Amritsar,2017-10-31,271.0,267.13,174.03,41.44,20.75,4.39,1.45,9.84
Amritsar,2017-11-01,304.0,261.79,145.27,39.11,17.83,3.59,1.11,15.1
Amritsar,2017-11-02,314.0,259.59,129.13,32.27,14.12,4.98,1.15,14.08
Amritsar,2017-11-03,317.0,252.25,146.53,29.28,8.45,3.88,1.31,15.18
Amritsar,2017-11-04,318.0,251.09,144.73,37.42,16.4,7.78,1.87,12.17
Amritsar,2017-11-05,319.0,290.59,160.69,17.91,6.89,5.13,1.79,15.85
Amritsar,2017-11-06,321.0,290.75,140.05,42.09,51.16,5.17,1.77,20.13
Amritsar,2017-11-07,252.0,232.21,97.78,30.81,8.32,4.39,1.9,3.93
Amritsar,2017-11-08,235.0,250.2,90.68,28.37,26.51,5.71,1.89,3.71
Amritsar,2017-11-09,248.0,222.95,113.0,21.98,38.56,8.28,2.13,19.28
Amritsar,2017-11-10,295.0,260.49,137.47,21.68,38.12,7.71,2.0,23.6
Amritsar,2017-11-11,317.0,267.24,147.97,24.95,40.1,9.16,2.27,36.54
Amritsar,2017-11-12,328.0,271.2,151.19,29.61,59.56,8.14,1.89,31.48
Amritsar,2017-11-13,311.0,234.56,121.54,20.89,55.74,6.0,1.8,23.6
Amritsar,2017-11-14,234.0,178.8,89.18,5.2,54.75,4.34,1.3,24.42
Amritsar,2017-11-15,128.0,100.14,38.17,13.71,46.4,7.43,0.66,23.57
Amritsar,2017-11-16,131.0,182.69,78.81,41.92,58.44,18.04,1.05,25.52
Amritsar,2017-11-17,262.0,228.78,111.37,31.94,57.05,8.03,1.4,29.84
Amritsar,2017-11-18,200.0,184.32,83.0,7.07,52.17,8.07,0.97,25.07
Amritsar,2017-11-19,206.0,224.99,106.43,12.22,56.49,5.24,1.05,21.02
Amritsar,2017-11-20,314.0,295.86,144.45,31.96,54.15,11.93,1.38,29.91
Amritsar,2017-11-21,307.0,264.88,128.92,46.82,61.57,9.23,1.17,33.66
Amritsar,2017-11-22,318.0,276.23,143.36,47.59,76.45,11.0,1.87,32.23
Amritsar,2017-11-23,288.0,237.22,110.68,48.8,68.04,9.61,1.74,51.68
Amritsar,2017-11-24,302.0,270.82,141.64,49.18,82.14,14.29,2.31,54.87
Amritsar,2017-11-25,322.0,268.1,143.81,50.9,93.94,11.24,2.44,21.83
Amritsar,2017-11-26,316.0,263.37,137.81,50.56,100.06,9.17,2.5,24.79
Amritsar,2017-11-27,313.0,266.39,137.05,45.09,73.78,10.52,2.52,60.42
Amritsar,2017-11-28,306.0,268.24,129.76,41.77,83.19,15.28,2.65,52.76
Amritsar,2017-11-29,317.0,283.99,146.1,30.53,90.92,6.11,3.08,44.48
Amritsar,2017-11-30,323.0,265.34,146.1,33.22,86.92,6.23,2.91,27.76
Amritsar,2017-12-01,324.0,270.1,147.77,35.25,96.96,6.53,2.47,26.29
Amritsar,2017-12-02,296.0,232.05,119.12,23.9,79.18,8.67,1.96,30.52
Amritsar,2017-12-03,309.0,239.25,130.16,14.57,66.72,6.87,2.31,19.05
Amritsar,2017-12-04,266.0,214.5,108.22,7.36,47.23,4.54,1.48,18.64
Amritsar,2017-12-05,227.0,189.34,92.93,3.08,47.7,3.69,1.39,18.47
Amritsar,2017-12-13,116.0,141.61,66.28,16.09,24.35,4.5,1.7,16.98
Amritsar,2017-12-14,126.0,124.48,58.41,16.29,23.33,6.69,0.86,17.61
Amritsar,2017-12-15,113.0,120.29,53.83,18.12,25.17,6.22,0.87,16.45
Amritsar,2017-12-16,114.0,129.08,58.65,19.43,24.95,4.64,0.7,15.89
Amritsar,2017-12-17,133.0,177.11,63.41,20.54,25.57,4.03,1.39,15.84
Amritsar,2017-12-18,142.0,121.78,43.93,21.39,24.83,3.97,1.74,16.82
Amritsar,2017-12-19,126.0,171.16,75.09,22.07,25.17,5.83,0.86,17.59
Amritsar,2017-12-20,230.0,221.19,108.76,23.33,27.08,6.1,1.2,22.4
Amritsar,2017-12-21,227.0,198.96,87.22,42.63,20.54,12.91,0.96,24.44
Amritsar,2017-12-22,143.0,126.01,56.46,25.53,5.73,2.98,1.53,24.89
Amritsar,2017-12-23,122.0,157.96,72.21,26.12,6.3,3.34,2.16,25.49
Amritsar,2017-12-24,197.0,186.31,96.33,28.36,7.72,3.36,1.71,21.55
Amritsar,2017-12-25,235.0,210.37,112.36,28.77,8.0,3.31,1.41,20.73
Amritsar,2017-12-26,315.0,272.45,148.9,28.1,7.08,2.86,1.22,19.3
Amritsar,2017-12-27,335.0,303.42,177.53,28.78,8.73,3.44,1.37,23.38
Amritsar,2017-12-28,298.0,188.85,101.19,26.62,5.98,5.94,1.24,23.25
Amritsar,2017-12-29,233.0,199.13,100.84,27.47,5.9,3.94,1.63,23.1
Amritsar,2017-12-30,283.0,254.85,133.75,28.81,6.72,3.58,2.0,19.5
Amritsar,2017-12-31,321.0,285.43,158.06,30.4,8.56,3.77,2.11,19.09
Amritsar,2018-01-01,331.0,291.36,161.69,30.43,7.82,2.9,1.7,18.68
Amritsar,2018-01-02,331.0,260.76,149.97,31.25,9.53,3.12,1.74,18.93
Amritsar,2018-01-03,232.0,179.58,87.04,29.9,7.47,3.54,1.42,18.71
Amritsar,2018-01-04,212.0,181.68666666666667,88.35222222222222,34.98888888888889,7.1899999999999995,3.7455555555555557,1.4255555555555555,19.59111111111111
Amritsar,2018-01-19,126.0,131.82,61.57,77.61,5.4,3.64,1.23,20.29
Amritsar,2018-01-20,129.0,154.81,70.31,76.93,5.62,3.89,1.24,21.19
Amritsar,2018-01-21,149.0,163.69,74.04,76.91,6.29,3.09,1.2,22.55
Amritsar,2018-01-22,125.0,131.93,58.91,77.1,5.36,2.76,1.1,19.82
Amritsar,2018-01-23,123.0,110.95,58.9,78.77,6.49,3.24,0.82,17.78
Amritsar,2018-01-24,115.0,59.87,26.86,78.52,6.99,3.05,0.68,18.36
Amritsar,2018-01-25,127.0,122.25,62.55,79.24,7.44,3.1,1.98,17.4
Amritsar,2018-01-26,118.0,120.69,57.51,79.01,7.2,2.5,1.26,17.71
Amritsar,2018-01-27,132.0,160.56,70.09,60.24,15.42,5.11,1.04,17.25
Amritsar,2018-01-28,124.0,114.13,53.67,34.3,79.13,4.04,0.92,13.69
Amritsar,2018-01-29,127.0,101.86,45.61,45.86,56.09,3.4,0.94,15.74
Amritsar,2018-01-30,142.0,131.87,61.12,47.57,72.13,3.52,0.92,13.38
Amritsar,2018-01-31,150.0,135.69,56.96,53.42,71.85,2.97,0.92,13.15
Amritsar,2018-02-01,159.0,114.54,44.39,54.79,72.97,3.48,0.94,13.89
Amritsar,2018-02-02,149.0,96.3,31.79,59.83,66.62,2.56,0.82,13.11
Amritsar,2018-02-03,168.0,138.44,55.78,65.5,70.91,2.79,0.77,14.2
Amritsar,2018-02-04,165.0,131.72,50.4,70.81,57.49,2.66,0.66,14.0
Amritsar,2018-02-05,152.0,147.2,58.71,57.73,43.49,3.22,0.64,17.08
Amritsar,2018-02-06,130.0,136.91,48.6,49.52,28.66,2.82,0.63,13.82
Amritsar,2018-02-07,130.0,157.27,59.76,42.42,22.63,4.03,0.64,16.12
Amritsar,2018-02-08,141.0,160.02,67.11,49.05,18.92,3.38,0.61,14.43
Amritsar,2018-02-09,138.0,162.02,69.65,49.28,16.51,7.24,0.64,18.68
Amritsar,2018-02-10,145.0,166.85,67.14,61.48,30.58,4.55,0.63,19.32
Amritsar,2018-02-11,147.0,177.22,58.38,48.94,17.58,5.85,0.59,12.41
Amritsar,2018-02-12,123.0,87.04,48.16,35.24,12.79,2.83,0.52,12.54
Amritsar,2018-02-13,66.0,52.61,16.26,28.35,12.77,2.75,0.44,12.28
Amritsar,2018-02-14,58.0,50.34,15.91,33.5,16.37,2.63,0.53,11.79
Amritsar,2018-02-15,77.0,94.51,31.96,33.41,14.59,2.68,0.59,12.86
Amritsar,2018-02-16,129.0,181.17,68.32,30.42,18.6,5.1,1.53,12.65
Amritsar,2018-02-17,137.0,135.18,41.54,9.04,15.39,2.93,0.76,16.54
Amritsar,2018-02-18,133.0,159.72,53.44,11.58,15.28,3.1,0.72,15.95
Amritsar,2018-02-19,139.0,166.21,52.41,13.27,15.9,3.54,0.71,16.97
Amritsar,2018-02-20,162.0,205.16,69.46,13.13,16.51,3.72,0.66,12.89
Amritsar,2018-02-21,154.0,166.52,54.32,9.71,14.04,4.71,0.67,17.76
Amritsar,2018-02-22,124.0,122.51,43.14,10.2,14.65,4.93,0.61,16.89
Amritsar,2018-02-23,123.0,143.82,52.39,13.52,18.45,4.66,0.61,17.32
Amritsar,2018-02-24,114.0,89.22,29.75,10.8,16.36,4.14,0.54,17.81
Amritsar,2018-02-25,85.0,85.13499999999999,28.475,8.335,14.335,3.8949999999999996,0.53,20.549999999999997
Amritsar,2018-03-05,69.0,77.37,31.52,6.09,12.38,3.46,0.71,23.99
Amritsar,2018-03-06,73.0,85.78,47.8,4.86,10.74,2.86,0.63,25.36
Amritsar,2018-03-07,133.0,153.53,58.97,9.45,10.96,3.85,0.69,18.99
